name,trial,a,b,rating,rt_ms,ts,strategy
Regal Gecko,72,8,7,1,2383,2026-09-08T18:27:34.458+00:00,shape
Regal Gecko,73,9,5,2,1882,2026-09-08T18:27:36.553+00:00,shape
Regal Gecko,74,0,4,1,1562,2026-09-08T18:27:38.352+00:00,shape
Regal Gecko,75,4,5,2,1440,2026-09-08T18:27:40.038+00:00,shape
Regal Gecko,76,0,7,1,1782,2026-09-08T18:27:42.046+00:00,shape
Regal Gecko,77,1,6,1,1511,2026-09-08T18:27:43.789+00:00,shape
Regal Gecko,78,6,7,1,1765,2026-09-08T18:27:45.790+00:00,shape
Regal Gecko,79,1,9,1,1361,2026-09-08T18:27:47.383+00:00,shape
Regal Gecko,80,4,0,1,2048,2026-09-08T18:27:49.671+00:00,shape
Regal Gecko,81,9,7,3,1670,2026-09-08T18:27:51.572+00:00,shape
Regal Gecko,82,7,2,2,1523,2026-09-08T18:27:53.323+00:00,shape
Regal Gecko,83,8,2,3,1892,2026-09-08T18:27:55.457+00:00,shape
Regal Gecko,84,8,1,1,1478,2026-09-08T18:27:57.153+00:00,shape
Regal Gecko,85,9,6,6,1435,2026-09-08T18:27:58.823+00:00,shape
Regal Gecko,86,6,3,5,2465,2026-09-08T18:28:01.513+00:00,shape
Regal Gecko,87,2,9,4,1786,2026-09-08T18:28:03.520+00:00,shape
Regal Gecko,88,4,9,2,2220,2026-09-08T18:28:05.979+00:00,shape
Regal Gecko,89,8,4,1,1642,2026-09-08T18:28:07.843+00:00,shape
Regal Gecko,90,0,3,3,1894,2026-09-08T18:28:09.960+00:00,shape
Snazzy Wombat,1,8,1,1,3891,2026-09-08T18:25:13.057+00:00,magnitude
Snazzy Wombat,2,1,8,1,5124,2026-09-08T18:25:18.323+00:00,magnitude
Snazzy Wombat,3,5,7,4,2879,2026-09-08T18:25:21.421+00:00,magnitude
Snazzy Wombat,4,7,1,6,3453,2026-09-08T18:25:25.106+00:00,magnitude
Snazzy Wombat,5,9,7,4,2991,2026-09-08T18:25:28.328+00:00,magnitude
Snazzy Wombat,6,6,1,1,3357,2026-09-08T18:25:31.915+00:00,magnitude
Snazzy Wombat,7,5,8,1,3356,2026-09-08T18:25:35.507+00:00,magnitude
Snazzy Wombat,8,8,0,5,3488,2026-09-08T18:25:39.213+00:00,magnitude
Snazzy Wombat,9,6,3,3,3547,2026-09-08T18:25:42.983+00:00,magnitude
Snazzy Wombat,10,2,3,4,2881,2026-09-08T18:25:46.099+00:00,magnitude
Snazzy Wombat,11,5,1,3,2997,2026-09-08T18:25:49.324+00:00,magnitude
Snazzy Wombat,12,7,0,1,3241,2026-09-08T18:25:52.797+00:00,magnitude
Snazzy Wombat,13,4,0,3,4014,2026-09-08T18:25:57.040+00:00,magnitude
Snazzy Wombat,14,8,9,4,3584,2026-09-08T18:26:00.849+00:00,magnitude
Snazzy Wombat,15,0,8,5,3077,2026-09-08T18:26:04.165+00:00,magnitude
Snazzy Wombat,16,7,9,4,4844,2026-09-08T18:26:09.246+00:00,magnitude
Snazzy Wombat,17,9,0,2,3321,2026-09-08T18:26:12.795+00:00,magnitude
Snazzy Wombat,18,5,6,4,2053,2026-09-08T18:26:15.162+00:00,magnitude
Snazzy Wombat,19,3,1,3,3241,2026-09-08T18:26:18.559+00:00,magnitude
Snazzy Wombat,20,1,5,2,5282,2026-09-08T18:26:24.070+00:00,magnitude
Snazzy Wombat,21,7,4,2,6425,2026-09-08T18:26:30.720+00:00,magnitude
Snazzy Wombat,22,5,2,2,1632,2026-09-08T18:26:32.578+00:00,magnitude
Snazzy Wombat,23,8,7,5,1978,2026-09-08T18:26:34.789+00:00,magnitude
Snazzy Wombat,24,2,1,6,2318,2026-09-08T18:26:37.338+00:00,magnitude
Snazzy Wombat,25,0,9,3,6278,2026-09-08T18:26:43.838+00:00,magnitude
Snazzy Wombat,26,7,8,5,2086,2026-09-08T18:26:46.163+00:00,magnitude
Snazzy Wombat,27,9,6,6,4700,2026-09-08T18:26:51.076+00:00,magnitude
Snazzy Wombat,28,3,4,4,3027,2026-09-08T18:26:54.333+00:00,magnitude
Snazzy Wombat,29,5,4,5,5870,2026-09-08T18:27:00.428+00:00,magnitude
Snazzy Wombat,30,3,2,5,2325,2026-09-08T18:27:02.979+00:00,magnitude
Snazzy Wombat,31,9,3,3,2031,2026-09-08T18:27:05.236+00:00,magnitude
Snazzy Wombat,32,6,2,2,7102,2026-09-08T18:27:12.577+00:00,magnitude
Snazzy Wombat,33,6,7,4,2012,2026-09-08T18:27:14.825+00:00,magnitude
Snazzy Wombat,34,0,5,2,2069,2026-09-08T18:27:17.126+00:00,magnitude
Snazzy Wombat,35,4,3,5,2061,2026-09-08T18:27:20.039+00:00,magnitude
Snazzy Wombat,36,0,3,3,1753,2026-09-08T18:27:21.408+00:00,magnitude
Snazzy Wombat,37,8,6,3,3463,2026-09-08T18:27:25.096+00:00,magnitude
Snazzy Wombat,38,5,9,3,1869,2026-09-08T18:27:27.194+00:00,magnitude
Snazzy Wombat,39,9,8,5,1685,2026-09-08T18:27:29.114+00:00,magnitude
Snazzy Wombat,40,7,6,5,1455,2026-09-08T18:27:30.796+00:00,magnitude
Snazzy Wombat,41,5,0,1,3278,2026-09-08T18:27:34.319+00:00,magnitude
Snazzy Wombat,42,2,6,2,3298,2026-09-08T18:27:37.848+00:00,magnitude
Snazzy Wombat,43,1,2,6,2333,2026-09-08T18:27:40.418+00:00,magnitude
Snazzy Wombat,44,9,1,2,1859,2026-09-08T18:27:42.505+00:00,magnitude
Snazzy Wombat,45,8,2,2,3504,2026-09-08T18:27:46.228+00:00,magnitude
Snazzy Wombat,46,4,7,1,3925,2026-09-08T18:27:50.398+00:00,magnitude
Snazzy Wombat,47,1,9,2,3869,2026-09-08T18:27:54.491+00:00,magnitude
Snazzy Wombat,48,6,5,5,2052,2026-09-08T18:27:56.768+00:00,magnitude
Snazzy Wombat,49,3,8,2,4323,2026-09-08T18:28:01.321+00:00,magnitude
Snazzy Wombat,50,1,7,4,3328,2026-09-08T18:28:04.883+00:00,magnitude
Snazzy Wombat,51,3,7,3,1942,2026-09-08T18:28:07.051+00:00,magnitude
Snazzy Wombat,52,6,8,2,3761,2026-09-08T18:28:11.046+00:00,magnitude
Snazzy Wombat,53,4,6,3,2274,2026-09-08T18:28:13.553+00:00,magnitude
Snazzy Wombat,54,3,6,3,2232,2026-09-08T18:28:16.482+00:00,magnitude
Snazzy Wombat,55,5,3,2,2613,2026-09-08T18:28:18.862+00:00,magnitude
Snazzy Wombat,56,4,8,2,1606,2026-09-08T18:28:20.695+00:00,magnitude
Snazzy Wombat,57,0,6,4,2014,2026-09-08T18:28:22.952+00:00,magnitude
Snazzy Wombat,58,1,0,6,2553,2026-09-08T18:28:25.744+00:00,magnitude
Snazzy Wombat,59,0,1,6,1246,2026-09-08T18:28:27.219+00:00,magnitude
Snazzy Wombat,60,6,0,2,2148,2026-09-08T18:28:29.596+00:00,magnitude
Snazzy Wombat,61,2,8,2,1989,2026-09-08T18:28:31.817+00:00,magnitude
Snazzy Wombat,62,8,3,3,1855,2026-09-08T18:28:33.903+00:00,magnitude
Snazzy Wombat,63,1,6,1,2721,2026-09-08T18:28:36.851+00:00,magnitude
Snazzy Wombat,64,3,5,2,2788,2026-09-08T18:28:39.861+00:00,magnitude
Snazzy Wombat,65,6,4,3,2488,2026-09-08T18:28:42.587+00:00,magnitude
Snazzy Wombat,66,8,5,2,1427,2026-09-08T18:28:44.245+00:00,magnitude
Snazzy Wombat,67,4,2,4,2284,2026-09-08T18:28:46.756+00:00,magnitude
Snazzy Wombat,68,4,1,2,2067,2026-09-08T18:28:49.048+00:00,magnitude
Snazzy Wombat,69,7,3,2,5418,2026-09-08T18:28:54.696+00:00,magnitude
Snazzy Wombat,70,9,5,2,2883,2026-09-08T18:28:57.808+00:00,magnitude
Snazzy Wombat,71,8,4,2,1682,2026-09-08T18:28:59.721+00:00,magnitude
Snazzy Wombat,72,4,9,2,2566,2026-09-08T18:29:02.985+00:00,magnitude
Snazzy Wombat,73,0,4,3,2898,2026-09-08T18:29:05.646+00:00,magnitude
Snazzy Wombat,74,2,0,4,2816,2026-09-08T18:29:08.692+00:00,magnitude
Snazzy Wombat,75,6,9,6,1706,2026-09-08T18:29:10.620+00:00,magnitude
Snazzy Wombat,76,9,4,1,4469,2026-09-08T18:29:15.315+00:00,magnitude
Snazzy Wombat,77,7,5,4,2294,2026-09-08T18:29:17.845+00:00,magnitude
Snazzy Wombat,78,0,2,5,2285,2026-09-08T18:29:20.358+00:00,magnitude
Snazzy Wombat,79,2,7,2,2903,2026-09-08T18:29:23.490+00:00,magnitude
Snazzy Wombat,80,9,2,1,3167,2026-09-08T18:29:26.888+00:00,magnitude
Snazzy Wombat,81,4,5,6,1811,2026-09-08T18:29:28.933+00:00,magnitude
Snazzy Wombat,82,1,4,2,1811,2026-09-08T18:29:30.974+00:00,magnitude
Snazzy Wombat,83,2,5,4,2467,2026-09-08T18:29:33.664+00:00,magnitude
Snazzy Wombat,84,2,4,3,1704,2026-09-08T18:29:35.590+00:00,magnitude
Snazzy Wombat,85,3,0,2,2175,2026-09-08T18:29:38.002+00:00,magnitude
Snazzy Wombat,86,1,3,2,1960,2026-09-08T18:29:40.194+00:00,magnitude
Snazzy Wombat,87,3,9,3,3669,2026-09-08T18:29:44.092+00:00,magnitude
Snazzy Wombat,88,2,9,1,1687,2026-09-08T18:29:46.005+00:00,magnitude
Snazzy Wombat,89,0,7,1,2026,2026-09-08T18:29:48.258+00:00,magnitude
Snazzy Wombat,90,7,2,3,2488,2026-09-08T18:29:50.983+00:00,magnitude
Tasty Narwhal,1,5,1,2,1799,2026-09-08T18:25:20.060+00:00,shape
Tasty Narwhal,2,2,9,3,3427,2026-09-08T18:25:23.712+00:00,shape
Tasty Narwhal,3,9,1,1,2359,2026-09-08T18:25:26.294+00:00,shape
Tasty Narwhal,4,7,3,2,2294,2026-09-08T18:25:28.813+00:00,shape
Tasty Narwhal,5,6,3,4,4111,2026-09-08T18:25:33.143+00:00,shape
Tasty Narwhal,6,5,4,2,3810,2026-09-08T18:25:37.206+00:00,shape
Tasty Narwhal,7,3,6,4,2061,2026-09-08T18:25:39.459+00:00,shape
Tasty Narwhal,8,2,4,2,4060,2026-09-08T18:25:43.743+00:00,shape
Tasty Narwhal,9,9,0,6,4260,2026-09-08T18:25:48.229+00:00,shape
Tasty Narwhal,10,4,6,2,3727,2026-09-08T18:25:52.183+00:00,shape
Tasty Narwhal,11,8,4,1,2126,2026-09-08T18:25:54.524+00:00,shape
Tasty Narwhal,12,8,6,4,3861,2026-09-08T18:25:58.613+00:00,shape
Tasty Narwhal,13,0,7,2,3144,2026-09-08T18:26:01.979+00:00,shape
Tasty Narwhal,14,7,2,2,3560,2026-09-08T18:26:05.760+00:00,shape
Tasty Narwhal,15,3,2,3,2094,2026-09-08T18:26:08.144+00:00,shape
Tasty Narwhal,16,6,5,6,4728,2026-09-08T18:26:13.028+00:00,shape
Tasty Narwhal,17,4,8,2,2277,2026-09-08T18:26:15.527+00:00,shape
Tasty Narwhal,18,6,1,1,1561,2026-09-08T18:26:17.311+00:00,shape
Tasty Narwhal,19,3,8,7,2478,2026-09-08T18:26:20.009+00:00,shape
Tasty Narwhal,20,6,9,7,2261,2026-09-08T18:26:22.492+00:00,shape
Tasty Narwhal,21,5,9,3,4160,2026-09-08T18:26:26.877+00:00,shape
Tasty Narwhal,22,4,1,5,4712,2026-09-08T18:26:31.809+00:00,shape
Tasty Narwhal,23,1,0,1,2295,2026-09-08T18:26:34.362+00:00,shape
Tasty Narwhal,24,1,3,2,4343,2026-09-08T18:26:38.893+00:00,shape
Tasty Narwhal,25,7,9,2,2194,2026-09-08T18:26:41.306+00:00,shape
Tasty Narwhal,26,0,6,5,3212,2026-09-08T18:26:44.746+00:00,shape
Tasty Narwhal,27,3,4,2,3427,2026-09-08T18:26:48.392+00:00,shape
Tasty Narwhal,28,3,1,1,2094,2026-09-08T18:26:50.711+00:00,shape
Tasty Narwhal,29,4,2,2,4795,2026-09-08T18:26:55.726+00:00,shape
Tasty Narwhal,30,5,7,3,2860,2026-09-08T18:26:58.813+00:00,shape
Tasty Narwhal,31,6,0,6,2027,2026-09-08T18:27:01.103+00:00,shape
Tasty Narwhal,32,9,6,7,1527,2026-09-08T18:27:02.808+00:00,shape
Tasty Narwhal,33,1,9,1,1527,2026-09-08T18:27:04.558+00:00,shape
Tasty Narwhal,34,8,5,4,3178,2026-09-08T18:27:07.962+00:00,shape
Tasty Narwhal,35,4,3,2,2126,2026-09-08T18:27:10.308+00:00,shape
Tasty Narwhal,36,8,7,2,1928,2026-09-08T18:27:12.461+00:00,shape
Tasty Narwhal,37,1,2,2,2760,2026-09-08T18:27:15.442+00:00,shape
Tasty Narwhal,38,0,5,3,2761,2026-09-08T18:27:18.428+00:00,shape
Tasty Narwhal,39,5,8,4,2262,2026-09-08T18:27:20.910+00:00,shape
Tasty Narwhal,40,1,4,6,3209,2026-09-08T18:27:24.343+00:00,shape
Tasty Narwhal,41,1,8,1,2044,2026-09-08T18:27:26.608+00:00,shape
Tasty Narwhal,42,3,5,4,2477,2026-09-08T18:27:29.309+00:00,shape
Tasty Narwhal,43,4,7,3,4311,2026-09-08T18:27:33.842+00:00,shape
Tasty Narwhal,44,8,3,6,1660,2026-09-08T18:27:35.723+00:00,shape
Tasty Narwhal,45,5,2,3,2961,2026-09-08T18:27:38.908+00:00,shape
Tasty Narwhal,46,7,8,2,2294,2026-09-08T18:27:41.489+00:00,shape
Tasty Narwhal,47,4,0,2,2745,2026-09-08T18:27:44.395+00:00,shape
Tasty Narwhal,48,6,2,3,2494,2026-09-08T18:27:47.109+00:00,shape
Tasty Narwhal,49,6,7,2,2710,2026-09-08T18:27:50.044+00:00,shape
Tasty Narwhal,50,8,1,1,1627,2026-09-08T18:27:51.975+00:00,shape
Tasty Narwhal,51,7,4,4,2445,2026-09-08T18:27:54.589+00:00,shape
Tasty Narwhal,52,9,7,2,2011,2026-09-08T18:27:56.792+00:00,shape
Tasty Narwhal,53,8,0,5,2179,2026-09-08T18:27:59.192+00:00,shape
Tasty Narwhal,54,8,9,5,1827,2026-09-08T18:28:01.243+00:00,shape
Tasty Narwhal,55,7,0,1,2944,2026-09-08T18:28:04.408+00:00,shape
Tasty Narwhal,56,9,4,4,3728,2026-09-08T18:28:08.363+00:00,shape
Tasty Narwhal,57,1,5,2,2761,2026-09-08T18:28:11.387+00:00,shape
Tasty Narwhal,58,1,7,4,3177,2026-09-08T18:28:14.740+00:00,shape
Tasty Narwhal,59,2,3,4,2777,2026-09-08T18:28:17.741+00:00,shape
Tasty Narwhal,60,9,3,5,2261,2026-09-08T18:28:20.300+00:00,shape
Tasty Narwhal,61,2,0,4,2077,2026-09-08T18:28:22.526+00:00,shape
Tasty Narwhal,62,9,2,4,1778,2026-09-08T18:28:24.525+00:00,shape
Tasty Narwhal,63,7,5,3,3378,2026-09-08T18:28:28.162+00:00,shape
Tasty Narwhal,64,5,3,4,1978,2026-09-08T18:28:30.326+00:00,shape
Tasty Narwhal,65,6,4,2,2793,2026-09-08T18:28:33.401+00:00,shape
Tasty Narwhal,66,5,0,4,3645,2026-09-08T18:28:37.210+00:00,shape
Tasty Narwhal,67,2,7,4,3177,2026-09-08T18:28:40.611+00:00,shape
Tasty Narwhal,68,8,2,4,2393,2026-09-08T18:28:43.224+00:00,shape
Tasty Narwhal,69,7,6,2,1828,2026-09-08T18:28:45.274+00:00,shape
Tasty Narwhal,70,4,5,2,2411,2026-09-08T18:28:47.909+00:00,shape
Tasty Narwhal,71,2,5,3,2693,2026-09-08T18:28:50.824+00:00,shape
Tasty Narwhal,72,5,6,6,2894,2026-09-08T18:28:53.942+00:00,shape
Tasty Narwhal,73,2,1,1,1927,2026-09-08T18:28:56.093+00:00,shape
Tasty Narwhal,74,9,8,6,1744,2026-09-08T18:28:58.061+00:00,shape
Tasty Narwhal,75,1,6,1,1643,2026-09-08T18:28:59.924+00:00,shape
Tasty Narwhal,76,0,9,6,3095,2026-09-08T18:29:03.301+00:00,shape
Tasty Narwhal,77,0,1,1,1428,2026-09-08T18:29:04.891+00:00,shape
Tasty Narwhal,78,7,1,5,1744,2026-09-08T18:29:06.857+00:00,shape
Tasty Narwhal,79,6,8,5,2527,2026-09-08T18:29:09.610+00:00,shape
Tasty Narwhal,80,3,0,5,1677,2026-09-08T18:29:11.507+00:00,shape
Tasty Narwhal,81,0,2,4,1760,2026-09-08T18:29:13.496+00:00,shape
Tasty Narwhal,82,0,8,4,2045,2026-09-08T18:29:15.757+00:00,shape
Tasty Narwhal,83,3,9,4,1943,2026-09-08T18:29:17.982+00:00,shape
Tasty Narwhal,84,0,3,4,1610,2026-09-08T18:29:19.757+00:00,shape
Tasty Narwhal,85,3,7,2,1826,2026-09-08T18:29:21.808+00:00,shape
Tasty Narwhal,86,2,8,3,2294,2026-09-08T18:29:24.326+00:00,shape
Tasty Narwhal,87,9,5,3,2527,2026-09-08T18:29:27.100+00:00,shape
Tasty Narwhal,88,0,4,2,1511,2026-09-08T18:29:28.896+00:00,shape
Tasty Narwhal,89,4,9,1,2377,2026-09-08T18:29:31.463+00:00,shape
Tasty Narwhal,90,2,6,3,2577,2026-09-08T18:29:34.231+00:00,shape
Tasty Octopus,1,9,1,5,2946,2026-09-08T18:24:54.044+00:00,mixed
Tasty Octopus,2,1,5,2,2560,2026-09-08T18:24:56.827+00:00,mixed
Tasty Octopus,3,0,9,6,1709,2026-09-08T18:24:58.757+00:00,mixed
Tasty Octopus,4,5,2,1,1995,2026-09-08T18:25:00.972+00:00,mixed
Tasty Octopus,5,9,6,7,1195,2026-09-08T18:25:02.402+00:00,mixed
Tasty Octopus,6,4,3,5,2476,2026-09-08T18:25:05.092+00:00,mixed
Tasty Octopus,7,4,8,5,1779,2026-09-08T18:25:07.095+00:00,mixed
Tasty Octopus,8,3,7,3,5242,2026-09-08T18:25:12.557+00:00,mixed
Tasty Octopus,9,9,2,1,1478,2026-09-08T18:25:14.258+00:00,mixed
Tasty Octopus,10,9,3,5,2543,2026-09-08T18:25:17.023+00:00,mixed
Tasty Octopus,11,2,1,6,2013,2026-09-08T18:25:19.380+00:00,mixed
Tasty Octopus,12,4,6,3,2061,2026-09-08T18:25:21.541+00:00,mixed
Tasty Octopus,13,1,6,2,1644,2026-09-08T18:25:23.407+00:00,mixed
Tasty Octopus,14,1,2,6,2961,2026-09-08T18:25:26.720+00:00,mixed
Tasty Octopus,15,6,8,6,1741,2026-09-08T18:25:28.555+00:00,mixed
Tasty Octopus,16,0,5,2,1931,2026-09-08T18:25:30.723+00:00,mixed
Tasty Octopus,17,3,5,5,2644,2026-09-08T18:25:33.577+00:00,mixed
Tasty Octopus,18,8,1,5,427,2026-09-08T18:25:34.256+00:00,mixed
Tasty Octopus,19,6,4,5,3075,2026-09-08T18:25:37.735+00:00,mixed
Tasty Octopus,20,7,5,3,2398,2026-09-08T18:25:40.166+00:00,mixed
Tasty Octopus,21,3,9,6,1543,2026-09-08T18:25:41.930+00:00,mixed
Tasty Octopus,22,8,0,5,2244,2026-09-08T18:25:44.379+00:00,mixed
Tasty Octopus,23,8,3,2,1428,2026-09-08T18:25:46.124+00:00,mixed
Tasty Octopus,24,0,1,6,2260,2026-09-08T18:25:48.521+00:00,mixed
Tasty Octopus,25,0,8,5,2029,2026-09-08T18:25:50.843+00:00,mixed
Tasty Octopus,26,1,3,2,2376,2026-09-08T18:25:53.358+00:00,mixed
Tasty Octopus,27,8,4,6,1876,2026-09-08T18:25:55.470+00:00,mixed
Tasty Octopus,28,5,7,5,1411,2026-09-08T18:25:57.325+00:00,mixed
Tasty Octopus,29,8,2,4,1831,2026-09-08T18:25:59.234+00:00,mixed
Tasty Octopus,30,6,5,5,2042,2026-09-08T18:26:01.409+00:00,mixed
Tasty Octopus,31,9,0,7,1776,2026-09-08T18:26:03.425+00:00,mixed
Tasty Octopus,32,5,8,1,4526,2026-09-08T18:26:08.157+00:00,mixed
Tasty Octopus,33,0,4,5,1796,2026-09-08T18:26:10.242+00:00,mixed
Tasty Octopus,34,6,0,5,2077,2026-09-08T18:26:12.476+00:00,mixed
Tasty Octopus,35,2,0,5,397,2026-09-08T18:26:13.096+00:00,mixed
Tasty Octopus,36,3,6,6,2174,2026-09-08T18:26:15.519+00:00,mixed
Tasty Octopus,37,9,7,2,2711,2026-09-08T18:26:18.500+00:00,mixed
Tasty Octopus,38,8,9,5,1610,2026-09-08T18:26:20.259+00:00,mixed
Tasty Octopus,39,4,0,5,3743,2026-09-08T18:26:24.226+00:00,mixed
Tasty Octopus,40,9,8,6,1295,2026-09-08T18:26:25.742+00:00,mixed
Tasty Octopus,41,2,8,3,1493,2026-09-08T18:26:27.545+00:00,mixed
Tasty Octopus,42,0,3,1,3761,2026-09-08T18:26:31.440+00:00,mixed
Tasty Octopus,43,4,9,1,1812,2026-09-08T18:26:33.473+00:00,mixed
Tasty Octopus,44,5,3,3,2383,2026-09-08T18:26:36.080+00:00,mixed
Tasty Octopus,45,2,9,2,2006,2026-09-08T18:26:38.309+00:00,mixed
Tasty Octopus,46,1,4,1,1428,2026-09-08T18:26:39.962+00:00,mixed
Tasty Octopus,47,1,7,2,1261,2026-09-08T18:26:41.440+00:00,mixed
Tasty Octopus,48,8,5,2,1327,2026-09-08T18:26:42.990+00:00,mixed
Tasty Octopus,49,8,7,2,2044,2026-09-08T18:26:45.372+00:00,mixed
Tasty Octopus,50,1,9,5,1529,2026-09-08T18:26:47.010+00:00,mixed
Tasty Octopus,51,6,3,6,1578,2026-09-08T18:26:48.810+00:00,mixed
Tasty Octopus,52,6,7,5,6260,2026-09-08T18:26:55.338+00:00,mixed
Tasty Octopus,53,5,4,3,1709,2026-09-08T18:26:57.309+00:00,mixed
Tasty Octopus,54,9,5,5,1678,2026-09-08T18:26:59.127+00:00,mixed
Tasty Octopus,55,1,0,3,5659,2026-09-08T18:27:05.009+00:00,mixed
Tasty Octopus,56,6,1,2,1929,2026-09-08T18:27:07.159+00:00,mixed
Tasty Octopus,57,7,1,1,1144,2026-09-08T18:27:08.526+00:00,mixed
Tasty Octopus,58,7,2,1,1079,2026-09-08T18:27:09.897+00:00,mixed
Tasty Octopus,59,3,8,2,1195,2026-09-08T18:27:11.267+00:00,mixed
Tasty Octopus,60,0,6,4,1360,2026-09-08T18:27:12.827+00:00,mixed
Tasty Octopus,61,9,4,3,1693,2026-09-08T18:27:14.742+00:00,mixed
Tasty Octopus,62,7,3,2,3379,2026-09-08T18:27:18.413+00:00,mixed
Tasty Octopus,63,4,5,3,1293,2026-09-08T18:27:19.987+00:00,mixed
Tasty Octopus,64,2,6,2,1246,2026-09-08T18:27:21.323+00:00,mixed
Tasty Octopus,65,5,0,1,1961,2026-09-08T18:27:23.528+00:00,mixed
Tasty Octopus,66,4,1,5,3195,2026-09-08T18:27:26.925+00:00,mixed
Tasty Octopus,67,5,1,3,961,2026-09-08T18:27:28.109+00:00,mixed
Tasty Octopus,68,3,4,2,1460,2026-09-08T18:27:29.951+00:00,mixed
Tasty Octopus,69,1,8,2,1627,2026-09-08T18:27:31.644+00:00,mixed
Tasty Octopus,70,5,9,2,827,2026-09-08T18:27:32.691+00:00,mixed
Tasty Octopus,71,3,1,1,2529,2026-09-08T18:27:35.442+00:00,mixed
Tasty Octopus,72,7,4,1,2110,2026-09-08T18:27:37.819+00:00,mixed
Tasty Octopus,73,7,0,1,1343,2026-09-08T18:27:39.395+00:00,mixed
Tasty Octopus,74,7,8,1,1029,2026-09-08T18:27:40.629+00:00,mixed
Tasty Octopus,75,0,7,2,1843,2026-09-08T18:27:42.687+00:00,mixed
Tasty Octopus,76,4,7,1,1479,2026-09-08T18:27:44.361+00:00,mixed
Tasty Octopus,77,8,6,5,3875,2026-09-08T18:27:48.457+00:00,mixed
Tasty Octopus,78,7,9,4,1277,2026-09-08T18:27:50.067+00:00,mixed
Tasty Octopus,79,5,6,5,1411,2026-09-08T18:27:51.597+00:00,mixed
Tasty Octopus,80,6,9,5,1328,2026-09-08T18:27:53.142+00:00,mixed
Tasty Octopus,81,4,2,3,3127,2026-09-08T18:27:56.508+00:00,mixed
Tasty Octopus,82,2,3,1,1861,2026-09-08T18:27:58.574+00:00,mixed
Tasty Octopus,83,2,7,1,844,2026-09-08T18:27:59.647+00:00,mixed
Tasty Octopus,84,6,2,2,1179,2026-09-08T18:28:01.043+00:00,mixed
Tasty Octopus,85,2,4,4,1779,2026-09-08T18:28:03.041+00:00,mixed
Tasty Octopus,86,3,2,3,1077,2026-09-08T18:28:04.341+00:00,mixed
Tasty Octopus,87,3,0,2,1812,2026-09-08T18:28:06.377+00:00,mixed
Tasty Octopus,88,2,5,4,1176,2026-09-08T18:28:07.776+00:00,mixed
Tasty Octopus,89,7,6,3,1344,2026-09-08T18:28:09.339+00:00,mixed
Tasty Octopus,90,0,2,4,1462,2026-09-08T18:28:11.023+00:00,mixed
Wily Koala,1,4,0,5,3304,2026-09-08T18:25:07.920+00:00,mixed
Wily Koala,2,4,2,5,1536,2026-09-08T18:25:09.684+00:00,mixed
Wily Koala,3,9,6,6,1535,2026-09-08T18:25:11.435+00:00,mixed
Wily Koala,4,2,1,5,1969,2026-09-08T18:25:13.706+00:00,mixed
Wily Koala,5,9,8,5,3371,2026-09-08T18:25:17.283+00:00,mixed
Wily Koala,6,3,4,6,2764,2026-09-08T18:25:20.206+00:00,mixed
Wily Koala,7,8,6,6,1253,2026-09-08T18:25:21.682+00:00,mixed
Wily Koala,8,8,4,6,1306,2026-09-08T18:25:23.210+00:00,mixed
Wily Koala,9,8,5,2,2353,2026-09-08T18:25:25.785+00:00,mixed
Wily Koala,10,0,4,5,2049,2026-09-08T18:25:28.092+00:00,mixed
Wily Koala,11,7,2,2,2285,2026-09-08T18:25:30.564+00:00,mixed
Wily Koala,12,5,6,5,1441,2026-09-08T18:25:32.227+00:00,mixed
Wily Koala,13,5,0,1,2911,2026-09-08T18:25:35.360+00:00,mixed
Wily Koala,14,3,0,5,1365,2026-09-08T18:25:36.951+00:00,mixed
Wily Koala,15,4,9,6,2345,2026-09-08T18:25:39.515+00:00,mixed
Wily Koala,16,4,5,6,1407,2026-09-08T18:25:41.143+00:00,mixed
Wily Koala,17,1,8,2,1578,2026-09-08T18:25:42.976+00:00,mixed
Wily Koala,18,0,5,2,1306,2026-09-08T18:25:44.543+00:00,mixed
Wily Koala,19,6,8,5,1657,2026-09-08T18:25:46.351+00:00,mixed
Wily Koala,20,4,3,5,1639,2026-09-08T18:25:48.219+00:00,mixed
Wily Koala,21,9,2,1,2654,2026-09-08T18:25:51.090+00:00,mixed
Wily Koala,22,1,0,5,1964,2026-09-08T18:25:53.284+00:00,mixed
Wily Koala,23,2,7,1,2944,2026-09-08T18:25:56.443+00:00,mixed
Wily Koala,24,0,7,1,1545,2026-09-08T18:25:58.212+00:00,mixed
Wily Koala,25,9,1,1,1459,2026-09-08T18:25:59.894+00:00,mixed
Wily Koala,26,7,6,6,2233,2026-09-08T18:26:02.375+00:00,mixed
Wily Koala,27,6,1,2,2762,2026-09-08T18:26:05.331+00:00,mixed
Wily Koala,28,7,1,2,1261,2026-09-08T18:26:06.815+00:00,mixed
Wily Koala,29,3,1,3,2010,2026-09-08T18:26:09.047+00:00,mixed
Wily Koala,30,1,7,2,1741,2026-09-08T18:26:11.010+00:00,mixed
Wily Koala,31,5,1,2,3657,2026-09-08T18:26:14.960+00:00,mixed
Wily Koala,32,3,2,6,1590,2026-09-08T18:26:16.702+00:00,mixed
Wily Koala,33,1,2,6,882,2026-09-08T18:26:17.806+00:00,mixed
Wily Koala,34,3,7,2,1719,2026-09-08T18:26:19.747+00:00,mixed
